query_idx,query_id,query_class,rank,neighbor_id,neighbor_class,cosine,same_class
999,GTEX-12WSB-2926-SM-59HKL,Normal Tissue,7,GTEX-139D8-0226-SM-5KLZO,Normal Tissue,0.9957026243209839,True
999,GTEX-12WSB-2926-SM-59HKL,Normal Tissue,8,GTEX-12696-0126-SM-5EQ4L,Normal Tissue,0.995375394821167,True
999,GTEX-12WSB-2926-SM-59HKL,Normal Tissue,9,GTEX-133LE-2326-SM-5K7W3,Normal Tissue,0.9951605796813965,True
1013,TCGA-D3-A8GR-06,Metastasis,0,TCGA-D3-A3MV-06,Metastasis,0.9973605871200562,True
1013,TCGA-D3-A8GR-06,Metastasis,1,TCGA-WE-A8ZN-06,Metastasis,0.9971181154251099,True
1013,TCGA-D3-A8GR-06,Metastasis,2,TCGA-GN-A262-06,Metastasis,0.9937020540237427,True
1013,TCGA-D3-A8GR-06,Metastasis,3,TCGA-WE-A8ZM-06,Metastasis,0.9889426827430725,True
1013,TCGA-D3-A8GR-06,Metastasis,4,TCGA-D3-A51G-06,Metastasis,0.9887983202934265,True
1013,TCGA-D3-A8GR-06,Metastasis,5,TCGA-YG-AA3P-06,Metastasis,0.9885327219963074,True
1013,TCGA-D3-A8GR-06,Metastasis,6,TCGA-D3-A51R-06,Metastasis,0.987908124923706,True
1013,TCGA-D3-A8GR-06,Metastasis,7,TCGA-FR-A3YO-06,Metastasis,0.9878877401351929,True
1013,TCGA-D3-A8GR-06,Metastasis,8,TCGA-ER-A42H-01,Primary Tumor,0.9877799153327942,False
1013,TCGA-D3-A8GR-06,Metastasis,9,TCGA-D3-A8GQ-06,Metastasis,0.9812974333763123,True
315,GTEX-WFG7-0008-SM-4LMKB,Normal Tissue,0,GTEX-111VG-0008-SM-5Q5BG,Normal Tissue,0.9942876696586609,True
315,GTEX-WFG7-0008-SM-4LMKB,Normal Tissue,1,GTEX-WHSE-0008-SM-4M1ZO,Normal Tissue,0.9926131963729858,True
315,GTEX-WFG7-0008-SM-4LMKB,Normal Tissue,2,GTEX-11DXX-0008-SM-5Q5B8,Normal Tissue,0.9906453490257263,True
315,GTEX-WFG7-0008-SM-4LMKB,Normal Tissue,3,GTEX-W5WG-0008-SM-4KL25,Normal Tissue,0.9899396896362305,True
315,GTEX-WFG7-0008-SM-4LMKB,Normal Tissue,4,GTEX-T2YK-0008-SM-4DM6M,Normal Tissue,0.9897722601890564,True
315,GTEX-WFG7-0008-SM-4LMKB,Normal Tissue,5,GTEX-P4QS-0008-SM-48TDY,Normal Tissue,0.9891606569290161,True
315,GTEX-WFG7-0008-SM-4LMKB,Normal Tissue,6,GTEX-RTLS-0008-SM-48FET,Normal Tissue,0.9879262447357178,True
315,GTEX-WFG7-0008-SM-4LMKB,Normal Tissue,7,GTEX-X5EB-0008-SM-46MU3,Normal Tissue,0.9860667586326599,True
315,GTEX-WFG7-0008-SM-4LMKB,Normal Tissue,8,GTEX-WEY5-0008-SM-4LMKC,Normal Tissue,0.9857482314109802,True
315,GTEX-WFG7-0008-SM-4LMKB,Normal Tissue,9,GTEX-WXYG-0008-SM-4ONDU,Normal Tissue,0.9847495555877686,True
578,TCGA-EB-A1NK-01,Primary Tumor,0,TCGA-BF-A3DJ-01,Primary Tumor,0.9404985308647156,True
578,TCGA-EB-A1NK-01,Primary Tumor,1,TCGA-EB-A3HV-01,Primary Tumor,0.9048613905906677,True
578,TCGA-EB-A1NK-01,Primary Tumor,2,TCGA-EB-A51B-01,Primary Tumor,0.8844494819641113,True
578,TCGA-EB-A1NK-01,Primary Tumor,3,TCGA-DA-A1IC-06,Metastasis,0.8818896412849426,False
578,TCGA-EB-A1NK-01,Primary Tumor,4,TCGA-EB-A57M-01,Primary Tumor,0.8342038989067078,True
578,TCGA-EB-A1NK-01,Primary Tumor,5,TCGA-EB-A41A-01,Primary Tumor,0.7718757390975952,True
578,TCGA-EB-A1NK-01,Primary Tumor,6,TCGA-EB-A3Y7-01,Primary Tumor,0.7040509581565857,True
578,TCGA-EB-A1NK-01,Primary Tumor,7,TCGA-ER-A197-06,Metastasis,0.6598522663116455,False
578,TCGA-EB-A1NK-01,Primary Tumor,8,GTEX-WI4N-2726-SM-3LK7Y,Normal Tissue,0.6450074315071106,False
578,TCGA-EB-A1NK-01,Primary Tumor,9,TCGA-D3-A3CC-06,Metastasis,0.6426911950111389,False
