,Primary Tumor,Metastasis,Benign Nevus,Metastasis - Primary,Tumor - Normal
SEPT14P4,3.0,3.0,3.0,0.0,0.0
SNX18P9,3.0,3.0,3.0,0.0,0.0
CAB39P1,3.0,3.0,3.0,0.0,0.0
ZNF30-AS1,3.0,3.0,3.0,0.0,0.0
DNAJC19P9,3.0,3.0,3.0,0.0,0.0
FABP5P2,3.0,3.0,3.0,0.0,0.0
CLDN24,3.0,3.0,3.0,0.0,0.0
RPL21P54,3.0,3.0,3.0,0.0,0.0
PRADC1P1,3.0,3.0,3.0,0.0,0.0
PIGUP1,3.0,3.0,3.0,0.0,0.0
TYR,3.0,3.0,3.0,0.0,0.0
FGF10,3.0,3.0,3.0,0.0,0.0
CYCSP45,3.0,3.0,3.0,0.0,0.0
DSCR10,3.0,3.0,3.0,0.0,0.0
RPLP0P1,3.0,3.0,3.0,0.0,0.0
ATP5G2P4,3.0,3.0,3.0,0.0,0.0
HIGD1AP11,3.0,3.0,3.0,0.0,0.0
RPL21P4,3.0,3.0,3.0,0.0,0.0
RGS17P1,3.0,3.0,3.0,0.0,0.0
CDC37P1,3.0,3.0,3.0,0.0,0.0
FAM163A,3.0,3.0,3.0,0.0,0.0
BCL2L10,3.0,3.0,3.0,0.0,0.0
CBX3P7,3.0,3.0,3.0,0.0,0.0
C10orf107,3.0,3.0,3.0,0.0,0.0
OR2A42,3.0,3.0,3.0,0.0,0.0
LRRC37A7P,3.0,3.0,3.0,0.0,0.0
RPL10P1,3.0,3.0,3.0,0.0,0.0
OR3A2,3.0,3.0,3.0,0.0,0.0
TNMD,3.0,3.0,3.0,0.0,0.0
TRBV19,3.0,3.0,3.0,0.0,0.0
TNP1,3.0,3.0,3.0,0.0,0.0
RPL21P116,3.0,3.0,3.0,0.0,0.0
ICAM4,3.0,3.0,3.0,0.0,0.0
PTGES3P4,3.0,3.0,3.0,0.0,0.0
RPL21P44,3.0,3.0,3.0,0.0,0.0
FOXA3,3.0,3.0,3.0,0.0,0.0
PPP4R1-AS1,3.0,3.0,3.0,0.0,0.0
IFNA20P,3.0,3.0,3.0,0.0,0.0
SETP9,3.0,3.0,3.0,0.0,0.0
MRPL48P1,3.0,3.0,3.0,0.0,0.0
HS1BP3-IT1,3.0,3.0,3.0,0.0,0.0
ENTHD1,3.0,3.0,3.0,0.0,0.0
IFITM9P,3.0,3.0,3.0,0.0,0.0
HYI-AS1,3.0,3.0,3.0,0.0,0.0
HMGB3P4,3.0,3.0,3.0,0.0,0.0
BTBD7P1,3.0,3.0,3.0,0.0,0.0
LRRC52,3.0,3.0,3.0,0.0,0.0
GTF2IP23,3.0,3.0,3.0,0.0,0.0
TRGV10,3.0,3.0,3.0,0.0,0.0
TRAV20,3.0,3.0,3.0,0.0,0.0
HLA-U,3.0,3.0,3.0,0.0,0.0
PLCH1-AS1,3.0,3.0,3.0,0.0,0.0
GCSHP3,3.0,3.0,3.0,0.0,0.0
IGHV4-34,3.0,3.0,3.0,0.0,0.0
TRBV10-2,3.0,3.0,3.0,0.0,0.0
BANF1P2,3.0,3.0,3.0,0.0,0.0
C2orf27AP3,3.0,3.0,3.0,0.0,0.0
TRBV5-6,3.0,3.0,3.0,0.0,0.0
IGKV4-1,3.0,3.0,3.0,0.0,0.0
SUMO2P1,3.0,3.0,3.0,0.0,0.0
NSFP1,3.0,3.0,3.0,0.0,0.0
IGLVI-70,3.0,3.0,3.0,0.0,0.0
TRAV36DV7,3.0,3.0,3.0,0.0,0.0
TRBV7-6,3.0,3.0,3.0,0.0,0.0
IGLV3-21,3.0,3.0,3.0,0.0,0.0
USP12-AS2,3.0,3.0,3.0,0.0,0.0
TRAV39,3.0,3.0,3.0,0.0,0.0
NDUFC2-KCTD14,3.0,3.0,3.0,0.0,0.0
TRBV21-1,3.0,3.0,3.0,0.0,0.0
GAGE12J,3.0,3.0,3.0,0.0,0.0
CASC21,3.0,3.0,3.0,0.0,0.0
FDCSP,3.0,3.0,3.0,0.0,0.0
TRBV6-6,3.0,3.0,3.0,0.0,0.0
MAFA-AS1,3.0,3.0,3.0,0.0,0.0
IGHV3-71,3.0,3.0,3.0,0.0,0.0
TRBV11-1,3.0,3.0,3.0,0.0,0.0
TRBV6-1,3.0,3.0,3.0,0.0,0.0
PYCARD-AS1,3.0,3.0,3.0,0.0,0.0
ENO1P4,3.0,3.0,3.0,0.0,0.0
IGLV1-40,3.0,3.0,3.0,0.0,0.0
TRAV12-1,3.0,3.0,3.0,0.0,0.0
TRBV27,3.0,3.0,3.0,0.0,0.0
CASC9,3.0,3.0,3.0,0.0,0.0
HIST2H3DP1,3.0,3.0,3.0,0.0,0.0
OVAAL,3.0,3.0,3.0,0.0,0.0
TRAV16,3.0,3.0,3.0,0.0,0.0
RN7SKP70,3.0,3.0,3.0,0.0,0.0
AHCYP8,3.0,3.0,3.0,0.0,0.0
IGKV1D-39,3.0,3.0,3.0,0.0,0.0
SUMO1P4,3.0,3.0,3.0,0.0,0.0
IGLV2-23,3.0,3.0,3.0,0.0,0.0
TRBV5-5,3.0,3.0,3.0,0.0,0.0
TRAV38-2DV8,3.0,3.0,3.0,0.0,0.0
TRAV8-3,3.0,3.0,3.0,0.0,0.0
RPS21P1,3.0,3.0,3.0,0.0,0.0
HPN-AS1,3.0,3.0,3.0,0.0,0.0
TRAV41,3.0,3.0,3.0,0.0,0.0
HIST1H4PS1,3.0,3.0,3.0,0.0,0.0
DEFB1,3.0,3.0,3.0,0.0,0.0
TGIF2-C20orf24,3.0,3.0,3.0,0.0,0.0
IGHV4-39,3.0,3.0,3.0,0.0,0.0
IGHV5-78,3.0,3.0,3.0,0.0,0.0
NOP56P3,3.0,3.0,3.0,0.0,0.0
SEMA3B-AS1,3.0,3.0,3.0,0.0,0.0
HIST2H2BA,3.0,3.0,3.0,0.0,0.0
SDHDP6,3.0,3.0,3.0,0.0,0.0
HMGN2P3,3.0,3.0,3.0,0.0,0.0
RARRES2P10,3.0,3.0,3.0,0.0,0.0
RPSAP53,3.0,3.0,3.0,0.0,0.0
RN7SKP275,3.0,3.0,3.0,0.0,0.0
XAGE2,3.0,3.0,3.0,0.0,0.0
COX6CP2,3.0,3.0,3.0,0.0,0.0
MYCNUT,3.0,3.0,3.0,0.0,0.0
PCAT7,3.0,3.0,3.0,0.0,0.0
TMSB4Y,3.0,3.0,3.0,0.0,0.0
SNRPFP1,3.0,3.0,3.0,0.0,0.0
TRBV6-5,3.0,3.0,3.0,0.0,0.0
PMP2,3.0,3.0,3.0,0.0,0.0
TRAV2,3.0,3.0,3.0,0.0,0.0
LIN28B,3.0,3.0,3.0,0.0,0.0
ACTBP8,3.0,3.0,3.0,0.0,0.0
HSPE1P11,3.0,3.0,3.0,0.0,0.0
PFN1P4,3.0,3.0,3.0,0.0,0.0
SCARNA6,3.0,3.0,3.0,0.0,0.0
IGKV1-13,3.0,3.0,3.0,0.0,0.0
MYL10,3.0,3.0,3.0,0.0,0.0
HOXB13,3.0,3.0,3.0,0.0,0.0
TRAV14DV4,3.0,3.0,3.0,0.0,0.0
TRBV24-1,3.0,3.0,3.0,0.0,0.0
PFN1P8,3.0,3.0,3.0,0.0,0.0
TRAV23DV6,3.0,3.0,3.0,0.0,0.0
TRAV8-4,3.0,3.0,3.0,0.0,0.0
HMGN1P18,3.0,3.0,3.0,0.0,0.0
HOMER2P1,3.0,3.0,3.0,0.0,0.0
TRGV7,3.0,3.0,3.0,0.0,0.0
RNU2-7P,3.0,3.0,3.0,0.0,0.0
IGKV1-5,3.0,3.0,3.0,0.0,0.0
FTLP14,3.0,3.0,3.0,0.0,0.0
SNRPEP6,3.0,3.0,3.0,0.0,0.0
NKX2-2,3.0,3.0,3.0,0.0,0.0
WFDC12,3.0,3.0,3.0,0.0,0.0
TRAV25,3.0,3.0,3.0,0.0,0.0
IGLV4-3,3.0,3.0,3.0,0.0,0.0
IGLV6-57,3.0,3.0,3.0,0.0,0.0
TRAV10,3.0,3.0,3.0,0.0,0.0
SCARNA5,3.0,3.0,3.0,0.0,0.0
BANF1P3,3.0,3.0,3.0,0.0,0.0
TRAV1-1,3.0,3.0,3.0,0.0,0.0
TRAV6,3.0,3.0,3.0,0.0,0.0
OR7E101P,3.0,3.0,3.0,0.0,0.0
TRAV21,3.0,3.0,3.0,0.0,0.0
TRAV30,3.0,3.0,3.0,0.0,0.0
ELFN1-AS1,3.0,3.0,3.0,0.0,0.0
PVRIG2P,3.0,3.0,3.0,0.0,0.0
PARD3-AS1,3.0,3.0,3.0,0.0,0.0
SPTLC1P1,3.0,3.0,3.0,0.0,0.0
RN7SKP80,3.0,3.0,3.0,0.0,0.0
MT1H,3.0,3.0,3.0,0.0,0.0
TRAV13-2,3.0,3.0,3.0,0.0,0.0
GTF2IP20,3.0,3.0,3.0,0.0,0.0
RNU1-39P,3.0,3.0,3.0,0.0,0.0
CDH12P1,3.0,3.0,3.0,0.0,0.0
CDH12P3,3.0,3.0,3.0,0.0,0.0
COX5BP7,3.0,3.0,3.0,0.0,0.0
RN7SKP296,3.0,3.0,3.0,0.0,0.0
TRAV5,3.0,3.0,3.0,0.0,0.0
MLLT10P1,3.0,3.0,3.0,0.0,0.0
TRAV35,3.0,3.0,3.0,0.0,0.0
FAM25A,3.0,3.0,3.0,0.0,0.0
IGHV3-66,3.0,3.0,3.0,0.0,0.0
IGLV2-18,3.0,3.0,3.0,0.0,0.0
IGLV3-10,3.0,3.0,3.0,0.0,0.0
IGKV1D-16,3.0,3.0,3.0,0.0,0.0
IGLV8-61,3.0,3.0,3.0,0.0,0.0
IGLV7-43,3.0,3.0,3.0,0.0,0.0
RNU4-2,3.0,3.0,3.0,0.0,0.0
IGHV6-1,3.0,3.0,3.0,0.0,0.0
IGLV4-69,3.0,3.0,3.0,0.0,0.0
IGLV3-19,3.0,3.0,3.0,0.0,0.0
RNU2-2P,3.0,3.0,3.0,0.0,0.0
IGKV2-24,3.0,3.0,3.0,0.0,0.0
IGHV3-43,3.0,3.0,3.0,0.0,0.0
IGHV1-18,3.0,3.0,3.0,0.0,0.0
RPL23AP60,3.0,3.0,3.0,0.0,0.0
IGKV1-9,3.0,3.0,3.0,0.0,0.0
IGHV4-55,3.0,3.0,3.0,0.0,0.0
IGKV1-6,3.0,3.0,3.0,0.0,0.0
NOP56P1,3.0,3.0,3.0,0.0,0.0
IGLV1-41,3.0,3.0,3.0,0.0,0.0
RARRES2P6,3.0,3.0,3.0,0.0,0.0
IGLC6,3.0,3.0,3.0,0.0,0.0
SEPT14P2,3.0,3.0,3.0,0.0,0.0
IGLV3-16,3.0,3.0,3.0,0.0,0.0
HIST1H1PS1,3.0,3.0,3.0,0.0,0.0
IGKV1-37,3.0,3.0,3.0,0.0,0.0
IGHV3-7,3.0,3.0,3.0,0.0,0.0
IGKV5-2,3.0,3.0,3.0,0.0,0.0
IGLV3-9,3.0,3.0,3.0,0.0,0.0
IGKV6D-21,3.0,3.0,3.0,0.0,0.0
ARAP1-AS1,3.0,3.0,3.0,0.0,0.0
TMSB4XP6,3.0,3.0,3.0,0.0,0.0
CTAG2,3.0,3.0,3.0,0.0,0.0
LGALS7B,3.0,3.0,3.0,0.0,0.0
RNVU1-7,3.0,3.0,3.0,0.0,0.0
IGKV1-39,3.0,3.0,3.0,0.0,0.0
GAGE2A,3.0,3.0,3.0,0.0,0.0
IGHV1-69,3.0,3.0,3.0,0.0,0.0
ARMCX7P,3.0,3.0,3.0,0.0,0.0
RPL39P34,3.0,3.0,3.0,0.0,0.0
RNU1-106P,3.0,3.0,3.0,0.0,0.0
IGKV6-21,3.0,3.0,3.0,0.0,0.0
IGKV2D-30,3.0,3.0,3.0,0.0,0.0
MAGEC2,3.0,3.0,3.0,0.0,0.0
IGHV3-73,3.0,3.0,3.0,0.0,0.0
KRT14,3.0,3.0,3.0,0.0,0.0
IGLV4-60,3.0,3.0,3.0,0.0,0.0
IGHV2-26,3.0,3.0,3.0,0.0,0.0
IGLV3-27,3.0,3.0,3.0,0.0,0.0
IGKV1-12,3.0,3.0,3.0,0.0,0.0
IGLV9-49,3.0,3.0,3.0,0.0,0.0
IGLV5-45,3.0,3.0,3.0,0.0,0.0
IGKV2-30,3.0,3.0,3.0,0.0,0.0
LY6D,3.0,3.0,3.0,0.0,0.0
MAGEB2,3.0,3.0,3.0,0.0,0.0
IGKV3D-20,3.0,3.0,3.0,0.0,0.0
NAV2-AS1,3.0,3.0,3.0,0.0,0.0
LY6G6C,3.0,3.0,3.0,0.0,0.0
DSG3,3.0,3.0,3.0,0.0,0.0
TOP1P1,3.0,3.0,3.0,0.0,0.0
RPL23AP24,3.0,3.0,3.0,0.0,0.0
PI3,3.0,3.0,3.0,0.0,0.0
TRAV24,3.0,3.0,3.0,0.0,0.0
IGKV3-7,3.0,3.0,3.0,0.0,0.0
ZBTB45P2,3.0,3.0,3.0,0.0,0.0
GNG8,3.0,3.0,3.0,0.0,0.0
IGLV5-52,3.0,3.0,3.0,0.0,0.0
UQCRHP4,3.0,3.0,3.0,0.0,0.0
IGKV3-15,3.0,3.0,3.0,0.0,0.0
CRABP1,3.0,3.0,3.0,0.0,0.0
DEFB109P3,3.0,3.0,3.0,0.0,0.0
SNRPGP4,3.0,3.0,3.0,0.0,0.0
GAGE10,3.0,3.0,3.0,0.0,0.0
RPL23AP25,3.0,3.0,3.0,0.0,0.0
TRBV4-1,3.0,3.0,3.0,0.0,0.0
IGKV1D-17,3.0,3.0,3.0,0.0,0.0
RNU2-27P,3.0,3.0,3.0,0.0,0.0
IGHV5-51,3.0,3.0,3.0,0.0,0.0
IGLV3-12,3.0,3.0,3.0,0.0,0.0
TRAV26-2,3.0,3.0,3.0,0.0,0.0
CST5,3.0,3.0,3.0,0.0,0.0
TRAV38-1,3.0,3.0,3.0,0.0,0.0
IGHV3-74,3.0,3.0,3.0,0.0,0.0
HULC,3.0,3.0,3.0,0.0,0.0
IGLV2-14,3.0,3.0,3.0,0.0,0.0
MTATP8P1,3.0,3.0,3.0,0.0,0.0
IGLV3-1,3.0,3.0,3.0,0.0,0.0
KRTAP19-1,3.0,3.0,3.0,0.0,0.0
GP1BB,3.0,3.0,3.0,0.0,0.0
IGKV3OR2-268,3.0,3.0,3.0,0.0,0.0
RPS27P29,3.0,3.0,3.0,0.0,0.0
IGLV5-37,3.0,3.0,3.0,0.0,0.0
C10orf99,3.0,3.0,3.0,0.0,0.0
RPL23AP47,3.0,3.0,3.0,0.0,0.0
FGF7P2,3.0,3.0,3.0,0.0,0.0
NKX2-5,3.0,3.0,3.0,0.0,0.0
IGHV1-24,3.0,3.0,3.0,0.0,0.0
IGLV1-47,3.0,3.0,3.0,0.0,0.0
RSC1A1,3.0,3.0,3.0,0.0,0.0
CDH12P2,3.0,3.0,3.0,0.0,0.0
SLC2A3P1,3.0,3.0,3.0,0.0,0.0
IGKV2D-24,3.0,3.0,3.0,0.0,0.0
IGHV3-33,3.0,3.0,3.0,0.0,0.0
IGLV3-25,3.0,3.0,3.0,0.0,0.0
PAGE1,3.0,3.0,3.0,0.0,0.0
STK19B,3.0,3.0,3.0,0.0,0.0
MKRN9P,3.0,3.0,3.0,0.0,0.0
NAA11,3.0,3.0,3.0,0.0,0.0
SLURP1,3.0,3.0,3.0,0.0,0.0
VCY,3.0,3.0,3.0,0.0,0.0
IGLV2-11,3.0,3.0,3.0,0.0,0.0
IGHV3-21,3.0,3.0,3.0,0.0,0.0
IGHV1-46,3.0,3.0,3.0,0.0,0.0
COX7CP1,3.0,3.0,3.0,0.0,0.0
ARSEP1,3.0,3.0,3.0,0.0,0.0
HOXC12,3.0,3.0,3.0,0.0,0.0
GAGE12H,3.0,3.0,3.0,0.0,0.0
LLPH-AS1,3.0,3.0,3.0,0.0,0.0
DEFA1,3.0,3.0,3.0,0.0,0.0
IGHVII-44-2,3.0,3.0,3.0,0.0,0.0
TRAV12-3,3.0,3.0,3.0,0.0,0.0
PGLYRP3,3.0,3.0,3.0,0.0,0.0
HMGN1P4,3.0,3.0,3.0,0.0,0.0
HMGN2P40,3.0,3.0,3.0,0.0,0.0
PMS2P9,3.0,3.0,3.0,0.0,0.0
BMS1P12,3.0,3.0,3.0,0.0,0.0
FAM106CP,3.0,3.0,3.0,0.0,0.0
IGKV2-26,3.0,3.0,3.0,0.0,0.0
TRAV26-1,3.0,3.0,3.0,0.0,0.0
WISP1-OT1,3.0,3.0,3.0,0.0,0.0
OR8G5,3.0,3.0,3.0,0.0,0.0
UQCRBP1,3.0,3.0,3.0,0.0,0.0
CARD17,3.0,3.0,3.0,0.0,0.0
TRAV8-2,3.0,3.0,3.0,0.0,0.0
SDR9C7,3.0,3.0,3.0,0.0,0.0
PTGER4P2,3.0,3.0,3.0,0.0,0.0
ZFY-AS1,3.0,3.0,3.0,0.0,0.0
ANGPTL7,3.0,3.0,3.0,0.0,0.0
SLC25A1P5,3.0,3.0,3.0,0.0,0.0
GAPDHP14,3.0,3.0,3.0,0.0,0.0
FAM133DP,3.0,3.0,3.0,0.0,0.0
AGBL5-IT1,3.0,3.0,3.0,0.0,0.0
THAP5P1,3.0,3.0,3.0,0.0,0.0
VN1R82P,3.0,3.0,3.0,0.0,0.0
TNFRSF6B,3.0,3.0,3.0,0.0,0.0
TRBV7-7,3.0,3.0,3.0,0.0,0.0
RPS20P35,3.0,3.0,3.0,0.0,0.0
RPL7AP28,3.0,3.0,3.0,0.0,0.0
KIAA1614-AS1,3.0,3.0,3.0,0.0,0.0
SCARNA12,3.0,3.0,3.0,0.0,0.0
TRAV3,3.0,3.0,3.0,0.0,0.0
COX20P1,3.0,3.0,3.0,0.0,0.0
TRBV4-2,3.0,3.0,3.0,0.0,0.0
VENTXP5,3.0,3.0,3.0,0.0,0.0
PRR9,3.0,3.0,3.0,0.0,0.0
TOMM20P2,3.0,3.0,3.0,0.0,0.0
SLC25A24P2,3.0,3.0,3.0,0.0,0.0
OR2A7,3.0,3.0,3.0,0.0,0.0
FTLP12,3.0,3.0,3.0,0.0,0.0
HMGA1P3,3.0,3.0,3.0,0.0,0.0
VCY1B,3.0,3.0,3.0,0.0,0.0
ZBTB45P1,3.0,3.0,3.0,0.0,0.0
MEOX2-AS1,3.0,3.0,3.0,0.0,0.0
FAM210CP,3.0,3.0,3.0,0.0,0.0
TRBV5-4,3.0,3.0,3.0,0.0,0.0
DNAJC19P5,3.0,3.0,3.0,0.0,0.0
FAM25G,3.0,3.0,3.0,0.0,0.0
CCDC179,3.0,3.0,3.0,0.0,0.0
HIST2H3D,3.0,3.0,3.0,0.0,0.0
WDR7-OT1,3.0,3.0,3.0,0.0,0.0
NKX2-4,3.0,3.0,3.0,0.0,0.0
HNRNPA1P33,3.0,3.0,3.0,0.0,0.0
VN1R42P,3.0,3.0,3.0,0.0,0.0
ITIH6,3.0,3.0,3.0,0.0,0.0
CPSF1P1,3.0,3.0,3.0,0.0,0.0
SPRR4,3.0,3.0,3.0,0.0,0.0
IGLV1-51,3.0,3.0,3.0,0.0,0.0
CLDN10-AS1,3.0,3.0,3.0,0.0,0.0
RPS15AP36,3.0,3.0,3.0,0.0,0.0
HIST2H2BC,3.0,3.0,3.0,0.0,0.0
RNU1-36P,3.0,3.0,3.0,0.0,0.0
GAGE12E,3.0,3.0,3.0,0.0,0.0
NDP,3.0,3.0,3.0,0.0,0.0
RPS15AP10,3.0,3.0,3.0,0.0,0.0
SNX18P13,3.0,3.0,3.0,0.0,0.0
IGKV1D-43,3.0,3.0,3.0,0.0,0.0
RARRES2P1,3.0,3.0,3.0,0.0,0.0
TRAV18,3.0,3.0,3.0,0.0,0.0
SMPX,3.0,3.0,3.0,0.0,0.0
HSPB2-C11orf52,3.0,3.0,3.0,0.0,0.0
URGCP-MRPS24,3.0,3.0,3.0,0.0,0.0
FTH1P22,3.0,3.0,3.0,0.0,0.0
UCN2,3.0,3.0,3.0,0.0,0.0
HNRNPUP1,3.0,3.0,3.0,0.0,0.0
ORAOV1P1,3.0,3.0,3.0,0.0,0.0
PTGES3P2,3.0,3.0,3.0,0.0,0.0
RNU4-1,3.0,3.0,3.0,0.0,0.0
IFT74-AS1,3.0,3.0,3.0,0.0,0.0
TRAV19,3.0,3.0,3.0,0.0,0.0
KRT16P4,3.0,3.0,3.0,0.0,0.0
HBQ1,3.0,3.0,3.0,0.0,0.0
CIR1P2,3.0,3.0,3.0,0.0,0.0
FABP5P11,3.0,3.0,3.0,0.0,0.0
TRGV2,3.0,3.0,3.0,0.0,0.0
SLN,3.0,3.0,3.0,0.0,0.0
OC90,3.0,3.0,3.0,0.0,0.0
TIMM8AP1,3.0,3.0,3.0,0.0,0.0
CFAP126,3.0,3.0,3.0,0.0,0.0
IGHV3-47,3.0,3.0,3.0,0.0,0.0
IGFL3,3.0,3.0,3.0,0.0,0.0
TNFSF12-TNFSF13,3.0,3.0,3.0,0.0,0.0
CYCSP34,3.0,3.0,3.0,0.0,0.0
RPS15AP16,3.0,3.0,3.0,0.0,0.0
RN7SKP74,3.0,3.0,3.0,0.0,0.0
BNIP3P4,3.0,3.0,3.0,0.0,0.0
IGHGP,3.0,3.0,3.0,0.0,0.0
DNER,3.0,3.0,3.0,0.0,0.0
TLX3,3.0,3.0,3.0,0.0,0.0
RPS14P8,3.0,3.0,3.0,0.0,0.0
OR9G1,3.0,3.0,3.0,0.0,0.0
KCNH1-IT1,3.0,3.0,3.0,0.0,0.0
CTAGE8,3.0,3.0,3.0,0.0,0.0
RN7SKP30,3.0,3.0,3.0,0.0,0.0
RN7SKP160,3.0,3.0,3.0,0.0,0.0
GTF2IP13,3.0,3.0,3.0,0.0,0.0
DEFB126,3.0,3.0,3.0,0.0,0.0
PIP,3.0,3.0,3.0,0.0,0.0
TCEB1P21,3.0,3.0,3.0,0.0,0.0
RPL31P52,3.0,3.0,3.0,0.0,0.0
RPL36P4,3.0,3.0,3.0,0.0,0.0
IGHV3-38,3.0,3.0,3.0,0.0,0.0
IGLC1,3.0,3.0,3.0,0.0,0.0
HCG9P5,3.0,3.0,3.0,0.0,0.0
TCERG1L,3.0,3.0,3.0,0.0,0.0
ERHP1,3.0,3.0,3.0,0.0,0.0
PPIAP16,3.0,3.0,3.0,0.0,0.0
RPS20P4,3.0,3.0,3.0,0.0,0.0
ZYG11AP1,3.0,3.0,3.0,0.0,0.0
BIVM-ERCC5,3.0,3.0,3.0,0.0,0.0
SCT,3.0,3.0,3.0,0.0,0.0
RN7SL737P,3.0,3.0,3.0,0.0,0.0
UBA52P6,3.0,3.0,3.0,0.0,0.0
RN7SKP276,3.0,3.0,3.0,0.0,0.0
RHOT1P3,3.0,3.0,3.0,0.0,0.0
RPL36AP43,3.0,3.0,3.0,0.0,0.0
CYCSP10,3.0,3.0,3.0,0.0,0.0
PRELID2P1,3.0,3.0,3.0,0.0,0.0
BEX1,3.0,3.0,3.0,0.0,0.0
C1DP1,3.0,3.0,3.0,0.0,0.0
CRNN,3.0,3.0,3.0,0.0,0.0
RN7SKP269,3.0,3.0,3.0,0.0,0.0
GLIS2-AS1,3.0,3.0,3.0,0.0,0.0
CST6,3.0,3.0,3.0,0.0,0.0
TRAV9-2,3.0,3.0,3.0,0.0,0.0
ZNF280A,3.0,3.0,3.0,0.0,0.0
TM4SF19-TCTEX1D2,3.0,3.0,3.0,0.0,0.0
CKS1BP7,3.0,3.0,3.0,0.0,0.0
TRAV22,3.0,3.0,3.0,0.0,0.0
C1QTNF3-AMACR,3.0,3.0,3.0,0.0,0.0
HLA-DQB1-AS1,3.0,3.0,3.0,0.0,0.0
MT1XP1,3.0,3.0,3.0,0.0,0.0
FOCAD-AS1,3.0,3.0,3.0,0.0,0.0
CYCSP24,3.0,3.0,3.0,0.0,0.0
MRPS36P1,3.0,3.0,3.0,0.0,0.0
IGHV1OR15-3,3.0,3.0,3.0,0.0,0.0
TRAV34,3.0,3.0,3.0,0.0,0.0
HIST2H2BB,3.0,3.0,3.0,0.0,0.0
FAM83C,3.0,3.0,3.0,0.0,0.0
IGKV2D-26,3.0,3.0,3.0,0.0,0.0
RN7SL333P,3.0,3.0,3.0,0.0,0.0
SEPT14P8,3.0,3.0,3.0,0.0,0.0
IGLV1-50,3.0,3.0,3.0,0.0,0.0
MNX1-AS1,3.0,3.0,3.0,0.0,0.0
RNVU1-14,3.0,3.0,3.0,0.0,0.0
MSMP,3.0,3.0,3.0,0.0,0.0
GTF2IP9,3.0,3.0,3.0,0.0,0.0
TRAV4,3.0,3.0,3.0,0.0,0.0
RPL37AP1,3.0,3.0,3.0,0.0,0.0
PNLIPRP3,3.0,3.0,3.0,0.0,0.0
TRAV27,3.0,3.0,3.0,0.0,0.0
HMGN1P3,3.0,3.0,3.0,0.0,0.0
SFRP5,3.0,3.0,3.0,0.0,0.0
PSPHP1,3.0,3.0,3.0,0.0,0.0
TRAV1-2,3.0,3.0,3.0,0.0,0.0
TRBV30,3.0,3.0,3.0,0.0,0.0
TRAV8-1,3.0,3.0,3.0,0.0,0.0
CTBP2P1,3.0,3.0,3.0,0.0,0.0
IGKV1OR10-1,3.0,3.0,3.0,0.0,0.0
IGLV2-34,3.0,3.0,3.0,0.0,0.0
DEFB124,3.0,3.0,3.0,0.0,0.0
NKX2-8,3.0,3.0,3.0,0.0,0.0
BRD2-IT1,3.0,3.0,3.0,0.0,0.0
SPATA20P1,3.0,3.0,3.0,0.0,0.0
CELSR3-AS1,3.0,3.0,3.0,0.0,0.0
TRBV2,3.0,3.0,3.0,0.0,0.0
RBAKDN,3.0,3.0,3.0,0.0,0.0
TRBV11-2,3.0,3.0,3.0,0.0,0.0
TRBV3-1,3.0,3.0,3.0,0.0,0.0
RPS26P15,3.0,3.0,3.0,0.0,0.0
TRBV23-1,3.0,3.0,3.0,0.0,0.0
IGKV3-20,3.0,3.0,3.0,0.0,0.0
DNAJC9-AS1,3.0,3.0,3.0,0.0,0.0
RN7SKP287,3.0,3.0,3.0,0.0,0.0
PASD1,3.0,3.0,3.0,0.0,0.0
CST2,3.0,3.0,3.0,0.0,0.0
RNA5SP216,3.0,3.0,3.0,0.0,0.0
RPL32P1,3.0,3.0,3.0,0.0,0.0
MNX1-AS2,3.0,3.0,3.0,0.0,0.0
RPS26P11,3.0,3.0,3.0,0.0,0.0
HMGA1P2,3.0,3.0,3.0,0.0,0.0
TMX2-CTNND1,3.0,3.0,3.0,0.0,0.0
IGLV2-5,3.0,3.0,3.0,0.0,0.0
TRBV29-1,3.0,3.0,3.0,0.0,0.0
TRAV17,3.0,3.0,3.0,0.0,0.0
ANO1-AS1,3.0,3.0,3.0,0.0,0.0
C5orf46,3.0,3.0,3.0,0.0,0.0
RPS10P28,3.0,3.0,3.0,0.0,0.0
RN7SKP97,3.0,3.0,3.0,0.0,0.0
RPL39P36,3.0,3.0,3.0,0.0,0.0
CEACAM6,3.0,3.0,3.0,0.0,0.0
HSPE1P3,3.0,3.0,3.0,0.0,0.0
PDCD5P1,3.0,3.0,3.0,0.0,0.0
RHOT1P1,3.0,3.0,3.0,0.0,0.0
TRBV7-3,3.0,3.0,3.0,0.0,0.0
RN7SKP16,3.0,3.0,3.0,0.0,0.0
H3F3AP6,3.0,3.0,3.0,0.0,0.0
NPPC,3.0,3.0,3.0,0.0,0.0
FTH1P15,3.0,3.0,3.0,0.0,0.0
OR7C1,3.0,3.0,3.0,0.0,0.0
COX7A2P1,3.0,3.0,3.0,0.0,0.0
CDK2AP2P2,3.0,3.0,3.0,0.0,0.0
RPL37P23,3.0,3.0,3.0,0.0,0.0
TRAV13-1,3.0,3.0,3.0,0.0,0.0
ZNF560,3.0,3.0,3.0,0.0,0.0
IGKV1D-37,3.0,3.0,3.0,0.0,0.0
HMGA1P4,3.0,3.0,3.0,0.0,0.0
HSPE1P4,3.0,3.0,3.0,0.0,0.0
IDSP1,3.0,3.0,3.0,0.0,0.0
