,Primary Tumor,Metastasis,Normal Tissue,Metastasis - Primary,Tumor - Normal
RP11-196H14.3,3.0,3.0,3.0,0.0,0.0
DKFZp434J0226,3.0,3.0,3.0,0.0,0.0
HCAR3,3.0,3.0,3.0,0.0,0.0
RN7SL663P,3.0,3.0,3.0,0.0,0.0
LINC00885,3.0,3.0,3.0,0.0,0.0
COX6CP1,3.0,3.0,3.0,0.0,0.0
GRHL3,3.0,3.0,3.0,0.0,0.0
RN7SL657P,3.0,3.0,3.0,0.0,0.0
RP11-323N12.5,3.0,3.0,3.0,0.0,0.0
DNAJC19P9,3.0,3.0,3.0,0.0,0.0
LINC00578,3.0,3.0,3.0,0.0,0.0
RP1-193H18.3,3.0,3.0,3.0,0.0,0.0
RP11-315A16.1,3.0,3.0,3.0,0.0,0.0
RP11-576C2.1,3.0,3.0,3.0,0.0,0.0
TCEB1P21,3.0,3.0,3.0,0.0,0.0
NEU2,3.0,3.0,3.0,0.0,0.0
RNF223,3.0,3.0,3.0,0.0,0.0
CH507-42P11.2,3.0,3.0,3.0,0.0,0.0
IGKV3D-11,3.0,3.0,3.0,0.0,0.0
NELL1,3.0,3.0,3.0,0.0,0.0
RP11-745A24.1,3.0,3.0,3.0,0.0,0.0
APOC1P1,3.0,3.0,3.0,0.0,0.0
HELT,3.0,3.0,3.0,0.0,0.0
RP11-618G20.1,3.0,3.0,3.0,0.0,0.0
CTD-2544N14.3,3.0,3.0,3.0,0.0,0.0
RP11-561O23.8,3.0,3.0,3.0,0.0,0.0
RP5-1056H1.2,3.0,3.0,3.0,0.0,0.0
CTB-79E8.2,3.0,3.0,3.0,0.0,0.0
AC079753.5,3.0,3.0,3.0,0.0,0.0
FABP9,3.0,3.0,3.0,0.0,0.0
TRBV10-3,3.0,3.0,3.0,0.0,0.0
RP11-221N13.3,3.0,3.0,3.0,0.0,0.0
RNASE7,3.0,3.0,3.0,0.0,0.0
RP11-379F4.6,3.0,3.0,3.0,0.0,0.0
CTD-2510F5.4,3.0,3.0,3.0,0.0,0.0
RP11-119J18.1,3.0,3.0,3.0,0.0,0.0
AL139288.1,3.0,3.0,3.0,0.0,0.0
RP11-498C9.13,3.0,3.0,3.0,0.0,0.0
TRBV27,3.0,3.0,3.0,0.0,0.0
AC002398.12,3.0,3.0,3.0,0.0,0.0
ITIH6,3.0,3.0,3.0,0.0,0.0
